disc_year,pl_orbper,pl_rade,pl_eqt,st_teff,st_rad,st_mass,sy_dist,disc_facility_HATSouth,disc_facility_K2,disc_facility_KMTNet,disc_facility_Kepler,disc_facility_La Silla Observatory,disc_facility_Multiple Observatories,disc_facility_OGLE,disc_facility_Other,disc_facility_SuperWASP,disc_facility_Transiting Exoplanet Survey Satellite (TESS),disc_facility_W. M. Keck Observatory,disc_method
-2.0116022580180783,-0.01350395011695578,-0.051324519075816984,-0.1781031869676911,-0.3624998171500983,4.143826194074522,4.293438454119402,-0.5098599802304782,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-1.609419025713867,-0.013466572173850617,-0.051324519075816984,-0.1781031869676911,-0.6820501654531533,7.070385498390732,2.2367978491086986,-0.48331104698099564,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-1.8105106418659729,-0.013530934028725428,-0.051324519075816984,-0.1781031869676911,-0.3369478137580384,2.72837519942419,2.1853818339834308,-0.5245200367422646,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-3.0170603387786072,-0.013222681073069412,-0.051324519075816984,-0.1781031869676911,-0.06821889714276785,-0.12170843831151913,-0.051214823965708936,-0.5720283715117057,0,0,0,0,0,0,0,0,0,0,1,Radial Velocity
-4.223610035691242,-0.013411313871847503,-0.051324519075816984,-0.1781031869676911,0.2020491519121193,-0.08450439719238573,0.18015724409799508,-0.5693786332552616,0,0,0,0,0,1,0,0,0,0,0,Radial Velocity
0.6025887519592964,-0.013454445797618978,-0.051324519075816984,-0.1781031869676911,-0.7538963867555335,6.788958904939198,0.7457334104759384,-0.4836150638414969,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-1.8105106418659729,-0.013374521175492994,-0.051324519075816984,-0.1781031869676911,-0.2593899681680213,2.0005478025667713,3.008038075987712,-0.5238733400074811,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-1.8105106418659729,-0.013565113261902136,0.2948880027756843,2.220736094056505,-0.8122150768503525,-0.02833553088557582,-0.2054628693415118,-0.4718988488533786,0,0,0,0,0,0,0,1,0,0,0,Imaging
0.20040551965508482,-0.01356135915007029,-0.051324519075816984,-0.1781031869676911,-0.33454291932113867,2.767192660589919,0.23157325922326272,-0.5075454040400812,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-1.4083274095617613,-0.013478944349094055,-0.051324519075816984,-0.1781031869676911,-0.18814497047486603,0.960794378484745,1.5683896524802199,-0.5273041868008921,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-1.4083274095617613,-0.013395019545426452,-0.051324519075816984,-0.1781031869676911,-0.18814497047486603,0.960794378484745,1.5683896524802199,-0.5273041868008921,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
0.8036803681114021,-0.013565113261902136,-0.051324519075816984,1.4591998143662839,-1.389389741706294,-0.16491199532139575,-1.9536073836006094,-0.4806979890196772,0,0,0,0,0,0,0,1,0,0,0,Imaging
-0.805052561105444,-0.013565113261902136,-0.051324519075816984,-0.1781031869676911,0.08420932450403129,-0.13302622364954694,-1.9021913684753418,-0.2747116956402232,0,0,0,0,0,0,0,1,0,0,0,Imaging
-0.805052561105444,-0.013565113261902136,0.13629166493424397,1.8399679542113945,-1.1972987985589258,-0.29621205771447406,-1.4224992283622673,-0.5588963301770471,0,0,0,0,0,0,0,0,0,0,1,Imaging
-0.40286932880123244,-0.013565113261902136,0.24145310542637494,-0.1781031869676911,-1.4110337916383917,-0.31990457240455644,-2.112997030488939,-0.2747116956402232,0,0,0,0,0,0,0,1,0,0,0,Imaging
0.20040551965508482,-0.013565113261902136,-0.051324519075816984,-0.1781031869676911,0.08420932450403129,-0.13302622364954694,-2.2723866773772685,-0.5322674272751283,0,0,0,0,0,0,0,1,0,0,0,Imaging
1.4069552165677195,-0.013565113261902136,-0.051324519075816984,3.7920392844839945,0.08420932450403129,-0.13302622364954694,0.0413340032597725,-0.48982593002967,0,0,0,0,0,0,0,1,0,0,0,Imaging
-1.4083274095617613,-0.013565113261902136,-0.051324519075816984,-0.1781031869676911,0.08420932450403129,-0.13302622364954694,-2.34179829779638,-0.2747116956402232,0,0,0,0,0,0,0,1,0,0,0,Imaging
1.4069552165677195,-0.013565113261902136,-0.051324519075816984,4.573883198299288,0.08420932450403129,-0.13302622364954694,0.0413340032597725,-0.2747116956402232,0,0,0,0,0,0,0,1,0,0,0,Imaging
1.4069552165677195,-0.013565113261902136,-0.051324519075816984,4.139807518875862,0.08420932450403129,-0.13302622364954694,0.0413340032597725,-0.5035174284782727,0,0,0,0,0,0,0,1,0,0,0,Imaging
-2.614877106474396,-0.013565113261902136,0.23189239834011022,0.730663440129306,-1.554726234243152,-0.33713120713474753,-2.1181373466010873,-0.5337158858662062,0,0,0,0,0,0,0,1,0,0,0,Imaging
-0.40286932880123244,-0.013487098827925544,-0.051324519075816984,-0.1781031869676911,14.52139185282249,-0.3415314436254626,-1.156659149158962,-0.2594199780101239,0,0,0,1,0,0,0,0,0,0,0,Eclipse Timing Variations
1.4069552165677195,-0.013565113261902136,-0.051324519075816984,1.8805832224615395,0.08420932450403129,-0.13302622364954694,0.0413340032597725,-0.5586589822313351,0,0,0,0,0,0,0,1,0,0,0,Imaging
-0.2017777126491267,-0.013565113261902136,-0.051324519075816984,-0.1781031869676911,-0.8212334309887267,-0.13302622364954694,-0.8481630584073565,-0.5293657185228884,0,0,0,0,0,0,0,0,0,0,1,Imaging
0.20040551965508482,-0.013565113261902136,-0.051324519075816984,1.8399679542113945,0.08420932450403129,-0.13302622364954694,0.0413340032597725,-0.5395625101147192,0,0,0,0,0,0,0,1,0,0,0,Imaging
-2.2126938741701845,-0.013514647505633401,-0.051324519075816984,-0.1781031869676911,-0.5987806955754993,4.62349910705103,0.7817246210636257,-0.5261548708869541,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-4.223610035691242,-0.013357114874685829,-0.051324519075816984,-0.1781031869676911,0.2796069975021364,-0.0720444080595563,0.33440528947379794,-0.5754449262081421,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-3.218151954930713,-0.01311097836890383,-0.051324519075816984,-0.1781031869676911,0.2772021030652367,-0.0720444080595563,0.2639550655491564,-0.5754449262081421,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-1.609419025713867,-0.010348209727479803,-0.051324519075816984,-0.1781031869676911,0.26432389335563844,-0.0720444080595563,0.2639550655491564,-0.5754449262081421,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-0.40286932880123244,-0.011287145292454654,-0.051324519075816984,-0.3088335816478457,1.1327432989923247,0.01455221835095959,1.8511777356691912,-0.5622591862432319,0,0,0,0,0,0,0,1,0,0,0,Imaging
-4.424701651843348,-0.013566452678476218,-0.051324519075816984,-0.1781031869676911,0.2103219887750546,-0.06877112564675622,0.28298927434853033,-0.5740696629807609,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
1.6080468327198252,-0.013565951584776607,-0.051324519075816984,-0.1781031869676911,-1.2775621503904553,-0.32184544546284294,-1.7222353155369052,-0.5765349257889716,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
1.6080468327198252,-0.013560694560045522,-0.051324519075816984,-0.1781031869676911,-1.2775621503904553,-0.32184544546284294,-1.7222353155369052,-0.5765349257889716,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-4.223610035691242,-0.013564419764757613,-0.051324519075816984,-0.4446408848592684,-0.09675898187267531,-0.13066529020793133,-0.06406882774702584,-0.5764455382229221,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-2.614877106474396,-0.013558619976745005,-0.051324519075816984,-0.1781031869676911,-0.09675898187267531,-0.13066529020793133,-0.06406882774702584,-0.5764455382229221,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-3.0170603387786072,-0.012613711226763606,-0.051324519075816984,-0.1781031869676911,-0.09675898187267531,-0.13066529020793133,-0.006225810731099907,-0.5764455382229221,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-2.614877106474396,-0.013567134345842703,-0.06148466360142149,2.5878854267664884,-0.09675898187267531,-0.13066529020793133,-0.06406882774702584,-0.5764455382229221,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-2.0116022580180783,-0.013516419836738285,-0.051324519075816984,-0.1781031869676911,-0.09675898187267531,-0.13066529020793133,-0.07049582963768415,-0.5764455382229221,0,0,0,0,0,1,0,0,0,0,0,Radial Velocity
-1.8105106418659729,-0.013389863495772956,-0.051324519075816984,-0.1781031869676911,-0.28253707712318143,1.0439746524113072,1.6455136751681207,-0.5416864974743619,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-1.609419025713867,-0.013566455757864937,-0.051324519075816984,-0.1781031869676911,0.0998411383438797,-0.12117164827711306,-0.004847861525742785,-0.5798179609066194,0,0,0,0,0,1,0,0,0,0,0,Radial Velocity
-1.609419025713867,-0.013559848015896207,-0.051324519075816984,-0.1781031869676911,0.0998411383438797,-0.12117164827711306,-0.004847861525742785,-0.5798179609066194,0,0,0,0,0,1,0,0,0,0,0,Radial Velocity
-1.609419025713867,-0.013543267190249989,-0.051324519075816984,-0.1781031869676911,0.09232584322856796,-0.1308080830115053,0.031050800234718977,-0.5798179609066194,0,0,0,0,0,1,0,0,0,0,0,Radial Velocity
-1.2072357934096556,-0.013418429532502493,-0.051324519075816984,-0.1781031869676911,-0.3706043114024502,0.957804047637085,1.3087387760976186,-0.5704770593903766,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
0.4014971358071906,-0.013372975140929846,-0.051324519075816984,-0.1781031869676911,-0.3516777921840494,0.9979482341719429,1.1814841386625812,-0.5704770593903766,0,0,0,0,0,1,0,0,0,0,0,Radial Velocity
-4.223610035691242,-0.013544514025669982,-0.051324519075816984,-0.1781031869676911,0.05054080238743471,0.13064734257163194,0.4115293121616994,-0.5720541468542264,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-1.0061441772575497,-0.01343183955343255,-0.051324519075816984,-0.1781031869676911,-0.350775956770212,2.4968567703285927,3.2779721553953665,-0.5183057834097216,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
1.2058636004156136,-0.013167041386286434,-0.051324519075816984,-0.1781031869676911,-0.36189859354087334,2.4802207155432794,2.5452939398603034,-0.5183057834097216,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-0.40286932880123244,-0.013549057260386799,-0.051324519075816984,-0.1781031869676911,-0.3390520963903257,2.4580393091628636,1.4912656297923184,-0.45255329770567276,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-1.8105106418659729,-0.01337626521953016,-0.051324519075816984,-0.1781031869676911,-0.39165916219750785,2.681239710865805,1.7226376978560227,-0.5031886276345785,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
-0.805052561105444,-0.013531889936531035,-0.051324519075816984,-0.1781031869676911,-0.44847479326926454,2.6521266149915084,1.2084775466033464,-0.5504678757860388,0,0,0,0,0,0,0,1,0,0,0,Radial Velocity
1.004771984263508,-0.013565113261902136,-0.051324519075816984,-0.1781031869676911,2.6207717318240484,-0.13302622364954694,3.779278302866725,-0.45290440413424066,0,0,0,0,0,0,0,1,0,0,0,Imaging
-2.41378549032229,-0.013565113261902136,-0.051324519075816984,-0.1781031869676911,0.08420932450403129,-0.13302622364954694,0.0413340032597725,-0.5454969522770129,0,0,0,0,0,0,0,1,0,0,0,Imaging
1.2058636004156136,-0.011915410820607887,-0.051324519075816984,1.3322771010845804,0.4323177942452709,-0.051232287621760846,0.6968881961069344,-0.5646558800312752,0,0,0,0,0,0,0,1,0,0,0,Imaging
1.6080468327198252,-0.01275403654179416,-0.051324519075816984,-0.1781031869676911,-1.0406800483558294,-0.13302622364954694,-1.1309511415963283,0.2723352517862427,0,0,0,0,0,1,0,0,0,0,0,Microlensing
